title,price,link
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","58,990",https://amazon.in/gp/bestsellers/computers/ref=sr_bs_14_computers_1
"HP Laptop 15, Intel Core i5-1334U, 15.6-inch(39.6 cm), FHD, 16GB DDR4, 512GB SSD, Audio by B&O; Dual Speakers, Windows 11 Home, Silver, 1.59 kg, 15-fd0221TU","58,800",https://amazon.in/HP-i5-1334U-15-6-inch-graphics-speakers/dp/B0CTKHG3F6/ref=sr_1_52?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.rMz_5N9UqFiUt0jeVSNDBlbzA7PkE3FN4xbvvJWpgr1EI6Yb19RnS00v9Wvadah_-qSF_R9oAHpbJF5lmR3lkRQruUKOhnSWFf4me-OVP-sb3cvtADxkpZ7nBXHCpsgs22nAHaKdpWOZTsm95lIIoXMWvtcIHp--KLrZN5wMsssw2blLEm1La2VgZ6Aj7kETVkSzw3H6blDwldIEXxCLbl2vygpU9gYBnEBmx0NlkJg.N6d7xvcQNSYNQGv7jyjIob7Nke8sOGuY1Aqn5AAvLAk&dib_tag=se&keywords=laptop&qid=1727873312&sprefix=lapt%2Caps%2C651&sr=8-52
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN","58,690",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1NTQ5ODAzMjQyNDY2MDc6MTcyNzg3MzM3NjpzcF9hdGZfbmV4dDozMDAxNjcwMzQ3NTEwMzI6OjA6Og&url=%2FLenovo-IdeaPad-12450H-Backlit-83BF000UIN%2Fdp%2FB0CFF518HZ%2Fref%3Dsr_1_81_sspa%3Fcrid%3D1A01HI1R1B87%26dib%3DeyJ2IjoiMSJ9.fywzcsf8FxPSr-J0ct-rSBuxYvD1GcbISCVsuQjLDMq0XhZnNBqWI3IjshqwbZ3rbCe0q65XpotXV-sMHX0gLb9SK3WcWs_KLrDXWo0XUmFlS2rbLj8ool6NFCmoXJpAXPq13ee7f0I44h1h7VL6HJES4uuHXLtuc62QiH5G3pJXJXySm1qq-cUtVirrvHVntv4BRD0PPeF8rq5QKwCwLHlaAbkY7-8nOUPU172BnMk.nWXKG6ONfcWm9RUwlj0cv0-Eck7fKoY9GbOKBs4v9d4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727873376%26sprefix%3Dlapt%252Caps%252C651%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP Victus Gaming Laptop,Windows 11 Home,AMD Ryzen 5 5600H,4Gb RTX 3050 Gpu,15.6-Inch (39.6 Cm),Fhd,IPS,144Hz,16Gb Ddr4,512Gb Ssd,Backlit Kb,B&O,9Ms Response Time,Dual Speakers (Blue,2.37 Kg),Fb0106Ax","57,990",https://amazon.in/HP-GeForce-Graphics-Response-15-fb0106AX/dp/B0BWS9YNCX/ref=sr_1_47?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.rMz_5N9UqFiUt0jeVSNDBlbzA7PkE3FN4xbvvJWpgr1EI6Yb19RnS00v9Wvadah_-qSF_R9oAHpbJF5lmR3lkRQruUKOhnSWFf4me-OVP-sb3cvtADxkpZ7nBXHCpsgs22nAHaKdpWOZTsm95lIIoXMWvtcIHp--KLrZN5wMsssw2blLEm1La2VgZ6Aj7kETVkSzw3H6blDwldIEXxCLbl2vygpU9gYBnEBmx0NlkJg.N6d7xvcQNSYNQGv7jyjIob7Nke8sOGuY1Aqn5AAvLAk&dib_tag=se&keywords=laptop&qid=1727873312&sprefix=lapt%2Caps%2C651&sr=8-47
"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,16GB DDR4,512GB SSD,Backlit KB,MSO,B&O,9ms Response time(Blue, 2.29 kg),fa1373TX/fa1227TX","57,990",https://amazon.in/HP-i5-12450H-15-6-inch-Response-fa1373TX/dp/B0D2DDJ6PJ/ref=sr_1_48?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.rMz_5N9UqFiUt0jeVSNDBlbzA7PkE3FN4xbvvJWpgr1EI6Yb19RnS00v9Wvadah_-qSF_R9oAHpbJF5lmR3lkRQruUKOhnSWFf4me-OVP-sb3cvtADxkpZ7nBXHCpsgs22nAHaKdpWOZTsm95lIIoXMWvtcIHp--KLrZN5wMsssw2blLEm1La2VgZ6Aj7kETVkSzw3H6blDwldIEXxCLbl2vygpU9gYBnEBmx0NlkJg.N6d7xvcQNSYNQGv7jyjIob7Nke8sOGuY1Aqn5AAvLAk&dib_tag=se&keywords=laptop&qid=1727873312&sprefix=lapt%2Caps%2C651&sr=8-48
"Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 15.6inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Grey/1.63Kg), 82RK011GIN","56,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMjMwMjgwODM2NDAyNzIzOjE3Mjc4NzMyOTA6c3BfYnRmOjMwMDI1MDgzMTQ5NTgzMjo6MDo6&url=%2FLenovo-IdeaPad-39-62cm-Windows-82RK011EIN%2Fdp%2FB0CMGZCDRW%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1A01HI1R1B87%26dib%3DeyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV4wfDHbF9iwp__knv-HVy9iieDLRvDBaY20PDrWedxp3AciH_qNaYjZ9lB8P-dHXYNlB__W1zKl0AP8bPwH7nAVlNLcO7U-kR7Nhex_0MTO3GSJ-IrZjNNkjQdxOLK47vmdRunpnhYcx__tXSz4gm4E.bmCpGnaSzoQsPf6w0ZiA5O1oGjCu2OhKV9ReGhIF5zU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727873290%26sprefix%3Dlapt%252Caps%252C651%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","54,990",https://amazon.in/ASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W/dp/B0CDQ5CW9V/ref=sr_1_30?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.1xsZ21ZlJC_gZVceaWVRmAv4GElPpon36UE37o3Y3nXpxdCFo2kLoQGb9mCqb13po25az9PhzaMs-XoEdtwCvPHloH7m4rN1Mqbia1jTqYOL-DJNeReFv9aJAhGn_TRCzG88MKjVx5JJpLlCrEx0qhrdfDPoIRHeO5wx05lMVTF1CHby-WvrlyMGrz_eFeUTtnR3yLnRU0hbCBx9RYRTTS9v4iiOmpDYmJWPYD2epgU.HV7MgvG3miJEZyLwu5E8JTbiOyB860qua1KygiwJUis&dib_tag=se&keywords=laptop&qid=1727873301&sprefix=lapt%2Caps%2C651&sr=8-30
N/A,"54,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTg3NjAzNjAxNzYxNDUxOjE3Mjc4NzMzNTc6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1NDI5ODIzNDYzMjo6MDo6&url=%2FAcer-Graphics-Win11Home-A515-58GM-Fingerprint%2Fdp%2FB0D1G7B66L%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D1A01HI1R1B87%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.5yHxPWHdPRWNNOt-SPTPkAoFlYUk303FDgGdUNl46UzWocGN2Gjk-AJHCABjJF9V.CA4MNI-hEQsaN-z42BKLIj6oqGyAsz4qYvb7MLmbirw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D1G7B66L%26pd_rd_r%3D6527498a-ec6a-4575-b2f4-4805f4f5653b%26pd_rd_w%3D32mBf%26pd_rd_wg%3DRBuHT%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D2C0ZD8B30N9KAQ6ACF23%26qid%3D1727873357%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C651%26sr%3D1-65-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 2050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZF-RP258WS","54,990",https://amazon.in/ASUS-Vivobook-300nits-i5-12500H-K3605ZF-RP258WS/dp/B09LCJ87VC/ref=sr_1_78?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.AkK1qaTtgdxqHRVQWZbCUT-AD3lsguOo8HYf8RhvOsCy8junxLNJlcBBhc1axgJKs39V-EN2R6C_Ncwnfaj5yxmmTdrz818QyYx4JSxhAi2Ipe6lTdZurYOavDvahFWg6tgAyGzaK_qJiLktdUDMe8rF5uDnDEN81FTVOvCXJovz7NWNNHAgfhll4b7airTSRnfzqHJhYLY_2SstATLvYBzE3x9uz-7tGwXsndtZPas.Q3nrUPCRhqcPOXhQDHBS2fDDO0tY-6jStKISTxEwD5w&dib_tag=se&keywords=laptop&qid=1727873357&sprefix=lapt%2Caps%2C651&sr=8-78
"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xᵉ Graphics, FPR, FHD Camera, Metal Body,Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), hr0000TU","53,990",https://amazon.in/HP-i5-1335U-15-6-inch-Graphics-hr0000TU/dp/B0C3CMCLYT/ref=sr_1_93?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.fywzcsf8FxPSr-J0ct-rSBuxYvD1GcbISCVsuQjLDMq0XhZnNBqWI3IjshqwbZ3rbCe0q65XpotXV-sMHX0gLb9SK3WcWs_KLrDXWo0XUmFlS2rbLj8ool6NFCmoXJpAXPq13ee7f0I44h1h7VL6HJES4uuHXLtuc62QiH5G3pJXJXySm1qq-cUtVirrvHVntv4BRD0PPeF8rq5QKwCwLHlaAbkY7-8nOUPU172BnMk.nWXKG6ONfcWm9RUwlj0cv0-Eck7fKoY9GbOKBs4v9d4&dib_tag=se&keywords=laptop&qid=1727873376&sprefix=lapt%2Caps%2C651&sr=8-93
"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.37Kg), 83EQ0044IN","52,700",https://amazon.in/Lenovo-IdeaPad-i5-12450H-35-56cm-83EQ0044IN/dp/B0CWRSC3HS/ref=sr_1_85?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.fywzcsf8FxPSr-J0ct-rSBuxYvD1GcbISCVsuQjLDMq0XhZnNBqWI3IjshqwbZ3rbCe0q65XpotXV-sMHX0gLb9SK3WcWs_KLrDXWo0XUmFlS2rbLj8ool6NFCmoXJpAXPq13ee7f0I44h1h7VL6HJES4uuHXLtuc62QiH5G3pJXJXySm1qq-cUtVirrvHVntv4BRD0PPeF8rq5QKwCwLHlaAbkY7-8nOUPU172BnMk.nWXKG6ONfcWm9RUwlj0cv0-Eck7fKoY9GbOKBs4v9d4&dib_tag=se&keywords=laptop&qid=1727873376&sprefix=lapt%2Caps%2C651&sr=8-85
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/1Yr ADP Free/3 mon.Game Pass/Grey/1.37Kg),83EQ005VIN","52,500",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMjMwMjgwODM2NDAyNzIzOjE3Mjc4NzMyOTA6c3BfYnRmOjMwMDI1MDgzMTQ5NDUzMjo6MDo6&url=%2FLenovo-i5-12450H-Graphics-mon-Game-83EQ005VIN%2Fdp%2FB0D6MPVN7B%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1A01HI1R1B87%26dib%3DeyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV4wfDHbF9iwp__knv-HVy9iieDLRvDBaY20PDrWedxp3AciH_qNaYjZ9lB8P-dHXYNlB__W1zKl0AP8bPwH7nAVlNLcO7U-kR7Nhex_0MTO3GSJ-IrZjNNkjQdxOLK47vmdRunpnhYcx__tXSz4gm4E.bmCpGnaSzoQsPf6w0ZiA5O1oGjCu2OhKV9ReGhIF5zU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727873290%26sprefix%3Dlapt%252Caps%252C651%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/1Yr ADP Free/3 mon.Game Pass/Grey/1.37Kg),83EQ005VIN","52,500",https://amazon.in/Lenovo-i5-12450H-Graphics-mon-Game-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_25?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.1xsZ21ZlJC_gZVceaWVRmAv4GElPpon36UE37o3Y3nXpxdCFo2kLoQGb9mCqb13po25az9PhzaMs-XoEdtwCvPHloH7m4rN1Mqbia1jTqYOL-DJNeReFv9aJAhGn_TRCzG88MKjVx5JJpLlCrEx0qhrdfDPoIRHeO5wx05lMVTF1CHby-WvrlyMGrz_eFeUTtnR3yLnRU0hbCBx9RYRTTS9v4iiOmpDYmJWPYD2epgU.HV7MgvG3miJEZyLwu5E8JTbiOyB860qua1KygiwJUis&dib_tag=se&keywords=laptop&qid=1727873301&sprefix=lapt%2Caps%2C651&sr=8-25
"MSI Thin 15, Intel 12th Gen. Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UC-1692IN","50,990",https://amazon.in/MSI-i5-12450H-Windows-GeForce-B12UC-1692IN/dp/B0CV9P2BB8/ref=sr_1_80?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.AkK1qaTtgdxqHRVQWZbCUT-AD3lsguOo8HYf8RhvOsCy8junxLNJlcBBhc1axgJKs39V-EN2R6C_Ncwnfaj5yxmmTdrz818QyYx4JSxhAi2Ipe6lTdZurYOavDvahFWg6tgAyGzaK_qJiLktdUDMe8rF5uDnDEN81FTVOvCXJovz7NWNNHAgfhll4b7airTSRnfzqHJhYLY_2SstATLvYBzE3x9uz-7tGwXsndtZPas.Q3nrUPCRhqcPOXhQDHBS2fDDO0tY-6jStKISTxEwD5w&dib_tag=se&keywords=laptop&qid=1727873357&sprefix=lapt%2Caps%2C651&sr=8-80
"MSI Thin 15, Intel 12th Gen. Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UC-1692IN","50,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1NTQ5ODAzMjQyNDY2MDc6MTcyNzg3MzM3NjpzcF9hdGZfbmV4dDozMDAyNDYwODk2NjA5MzI6OjA6Og&url=%2FMSI-i5-12450H-Windows-GeForce-B12UC-1692IN%2Fdp%2FB0CV9P2BB8%2Fref%3Dsr_1_82_sspa%3Fcrid%3D1A01HI1R1B87%26dib%3DeyJ2IjoiMSJ9.fywzcsf8FxPSr-J0ct-rSBuxYvD1GcbISCVsuQjLDMq0XhZnNBqWI3IjshqwbZ3rbCe0q65XpotXV-sMHX0gLb9SK3WcWs_KLrDXWo0XUmFlS2rbLj8ool6NFCmoXJpAXPq13ee7f0I44h1h7VL6HJES4uuHXLtuc62QiH5G3pJXJXySm1qq-cUtVirrvHVntv4BRD0PPeF8rq5QKwCwLHlaAbkY7-8nOUPU172BnMk.nWXKG6ONfcWm9RUwlj0cv0-Eck7fKoY9GbOKBs4v9d4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727873376%26sprefix%3Dlapt%252Caps%252C651%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 2050 Graphics/60Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG","50,990",https://amazon.in/Acer-Graphics-Win11Home-AL15G-52-39-62cm/dp/B0D32SKB4C/ref=sr_1_97?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.fywzcsf8FxPSr-J0ct-rSBuxYvD1GcbISCVsuQjLDMq0XhZnNBqWI3IjshqwbZ3rbCe0q65XpotXV-sMHX0gLb9SK3WcWs_KLrDXWo0XUmFlS2rbLj8ool6NFCmoXJpAXPq13ee7f0I44h1h7VL6HJES4uuHXLtuc62QiH5G3pJXJXySm1qq-cUtVirrvHVntv4BRD0PPeF8rq5QKwCwLHlaAbkY7-8nOUPU172BnMk.nWXKG6ONfcWm9RUwlj0cv0-Eck7fKoY9GbOKBs4v9d4&dib_tag=se&keywords=laptop&qid=1727873376&sprefix=lapt%2Caps%2C651&sr=8-97
"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","50,990",https://amazon.in/ASUS-SmartChoice-i5-11400H-GeForce-FX506HF-HN025W/dp/B0C27SD9YR/ref=sr_1_69?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.AkK1qaTtgdxqHRVQWZbCUT-AD3lsguOo8HYf8RhvOsCy8junxLNJlcBBhc1axgJKs39V-EN2R6C_Ncwnfaj5yxmmTdrz818QyYx4JSxhAi2Ipe6lTdZurYOavDvahFWg6tgAyGzaK_qJiLktdUDMe8rF5uDnDEN81FTVOvCXJovz7NWNNHAgfhll4b7airTSRnfzqHJhYLY_2SstATLvYBzE3x9uz-7tGwXsndtZPas.Q3nrUPCRhqcPOXhQDHBS2fDDO0tY-6jStKISTxEwD5w&dib_tag=se&keywords=laptop&qid=1727873357&sprefix=lapt%2Caps%2C651&sr=8-69
N/A,"50,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2OTg3NjAzNjAxNzYxNDUxOjE3Mjc4NzMzNTc6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE2OTcxMDA1MDUzMjo6MTo6&url=%2FMagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint%2Fdp%2FB0CXLWXYB1%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D1A01HI1R1B87%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.5yHxPWHdPRWNNOt-SPTPkAoFlYUk303FDgGdUNl46UzWocGN2Gjk-AJHCABjJF9V.CA4MNI-hEQsaN-z42BKLIj6oqGyAsz4qYvb7MLmbirw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CXLWXYB1%26pd_rd_r%3D6527498a-ec6a-4575-b2f4-4805f4f5653b%26pd_rd_w%3D32mBf%26pd_rd_wg%3DRBuHT%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D2C0ZD8B30N9KAQ6ACF23%26qid%3D1727873357%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapt%252Caps%252C651%26sr%3D1-66-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU Laptop,"49,990",https://amazon.in/HP-Backlit-Keyboard-15-6-inch-fy5009TU/dp/B0D4M66F6R/ref=sr_1_5?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV4wfDHbF9iwp__knv-HVy9iieDLRvDBaY20PDrWedxp3AciH_qNaYjZ9lB8P-dHXYNlB__W1zKl0AP8bPwH7nAVlNLcO7U-kR7Nhex_0MTO3GSJ-IrZjNNkjQdxOLK47vmdRunpnhYcx__tXSz4gm4E.bmCpGnaSzoQsPf6w0ZiA5O1oGjCu2OhKV9ReGhIF5zU&dib_tag=se&keywords=laptop&qid=1727873290&sprefix=lapt%2Caps%2C651&sr=8-5
HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU Laptop,"49,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4MzE1NTMzMTQ2NjQ3MzE5OjE3Mjc4NzMzMDE6c3BfbXRmOjMwMDI1MDgzMTQ5NDEzMjo6MDo6&url=%2FHP-Backlit-Keyboard-15-6-inch-fy5009TU%2Fdp%2FB0D4M66F6R%2Fref%3Dsr_1_28_sspa%3Fcrid%3D1A01HI1R1B87%26dib%3DeyJ2IjoiMSJ9.1xsZ21ZlJC_gZVceaWVRmAv4GElPpon36UE37o3Y3nXpxdCFo2kLoQGb9mCqb13po25az9PhzaMs-XoEdtwCvPHloH7m4rN1Mqbia1jTqYOL-DJNeReFv9aJAhGn_TRCzG88MKjVx5JJpLlCrEx0qhrdfDPoIRHeO5wx05lMVTF1CHby-WvrlyMGrz_eFeUTtnR3yLnRU0hbCBx9RYRTTS9v4iiOmpDYmJWPYD2epgU.HV7MgvG3miJEZyLwu5E8JTbiOyB860qua1KygiwJUis%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727873301%26sprefix%3Dlapt%252Caps%252C651%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4+512GB SSD/Intel UHD Graphics/15 Inch (38cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill Resistant KB/1.69kg","47,990",https://amazon.in/Dell-15-Processor-Antivirus-Spill-Resistant/dp/B0BQJ7WR2R/ref=sr_1_13?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV4wfDHbF9iwp__knv-HVy9iieDLRvDBaY20PDrWedxp3AciH_qNaYjZ9lB8P-dHXYNlB__W1zKl0AP8bPwH7nAVlNLcO7U-kR7Nhex_0MTO3GSJ-IrZjNNkjQdxOLK47vmdRunpnhYcx__tXSz4gm4E.bmCpGnaSzoQsPf6w0ZiA5O1oGjCu2OhKV9ReGhIF5zU&dib_tag=se&keywords=laptop&qid=1727873290&sprefix=lapt%2Caps%2C651&sr=8-13
"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS","47,990",https://amazon.in/ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ542WS/dp/B0C5Y3JBC4/ref=sr_1_20?crid=1A01HI1R1B87&dib=eyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV4wfDHbF9iwp__knv-HVy9iieDLRvDBaY20PDrWedxp3AciH_qNaYjZ9lB8P-dHXYNlB__W1zKl0AP8bPwH7nAVlNLcO7U-kR7Nhex_0MTO3GSJ-IrZjNNkjQdxOLK47vmdRunpnhYcx__tXSz4gm4E.bmCpGnaSzoQsPf6w0ZiA5O1oGjCu2OhKV9ReGhIF5zU&dib_tag=se&keywords=laptop&qid=1727873290&sprefix=lapt%2Caps%2C651&sr=8-20
"ASUS Vivobook 15 Thin and Light Laptop,Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, (16GB RAM/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS","47,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4MzE1NTMzMTQ2NjQ3MzE5OjE3Mjc4NzMzMDE6c3BfYXRmX25leHQ6MzAwMjUwODMxNDk0OTMyOjowOjo&url=%2FASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS%2Fdp%2FB0C7H6SSC8%2Fref%3Dsr_1_17_sspa%3Fcrid%3D1A01HI1R1B87%26dib%3DeyJ2IjoiMSJ9.1xsZ21ZlJC_gZVceaWVRmAv4GElPpon36UE37o3Y3nXpxdCFo2kLoQGb9mCqb13po25az9PhzaMs-XoEdtwCvPHloH7m4rN1Mqbia1jTqYOL-DJNeReFv9aJAhGn_TRCzG88MKjVx5JJpLlCrEx0qhrdfDPoIRHeO5wx05lMVTF1CHby-WvrlyMGrz_eFeUTtnR3yLnRU0hbCBx9RYRTTS9v4iiOmpDYmJWPYD2epgU.HV7MgvG3miJEZyLwu5E8JTbiOyB860qua1KygiwJUis%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727873301%26sprefix%3Dlapt%252Caps%252C651%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
